[45409] ['(3-i)', '(5+6i)', '(7-7i)', '(9+2i)'] -> (((3-i) + (5+6i)) + ((7-7i) + (9+2i)))
[45422] ['(3-i)', '(5+6i)', '(7-6i)', '(9-i)'] -> (((3-i) * (9-i)) + ((5+6i) - (7-6i)))
[45423] ['(3-i)', '(5+6i)', '(7-6i)', '(9+i)'] -> (((3-i) + (5+6i)) + ((7-6i) + (9+i)))
[45434] ['(3-i)', '(5+6i)', '(7-5i)', '9'] -> (((3-i) + (5+6i)) + ((7-5i) + 9))
[45451] ['(3-i)', '(5+6i)', '(7-4i)', '(9-i)'] -> (((3-i) + (5+6i)) + ((7-4i) + (9-i)))
[45468] ['(3-i)', '(5+6i)', '(7-3i)', '(9-2i)'] -> (((3-i) + (5+6i)) + ((7-3i) + (9-2i)))
[45486] ['(3-i)', '(5+6i)', '(7-2i)', '(9-3i)'] -> (((3-i) + (5+6i)) + ((7-2i) + (9-3i)))
[45501] ['(3-i)', '(5+6i)', '(7-i)', '(9-4i)'] -> (((4-i) + (5-9i)) + ((6+9i) + (9+i)))
[45515] ['(3-i)', '(5+6i)', '7', '(9-5i)'] -> (((3-i) + (5+6i)) + (7 + (9-5i)))
[45529] ['(3-i)', '(5+6i)', '(7+i)', '(9-6i)'] -> (((3-i) + (5+6i)) + ((7+i) + (9-6i)))
[45542] ['(3-i)', '(5+6i)', '(7+2i)', '(9-7i)'] -> (((3-i) + (5+6i)) + ((7+2i) + (9-7i)))
[45554] ['(3-i)', '(5+6i)', '(7+3i)', '(9-8i)'] -> (((3-i) + (5+6i)) + ((7+3i) + (9-8i)))
[45567] ['(3-i)', '(5+6i)', '(7+4i)', '(8+2i)'] -> (((3-i) * (8+2i)) + ((5+6i) - (7+4i)))
[45569] ['(3-i)', '(5+6i)', '(7+4i)', '(9-9i)'] -> (((3-i) + (5+6i)) + ((7+4i) + (9-9i)))
[45587] ['(3-i)', '(5+6i)', '(7+6i)', '(9+i)'] -> (((3-i) + (9+i)) * ((7+6i) - (5+6i)))
[45617] ['(3-i)', '(5+6i)', '(8-9i)', '(8+4i)'] -> (((3-i) + (5+6i)) + ((8-9i) + (8+4i)))
[45630] ['(3-i)', '(5+6i)', '(8-8i)', '(8+3i)'] -> (((3-i) + (5+6i)) + ((8-8i) + (8+3i)))
[45640] ['(3-i)', '(5+6i)', '(8-7i)', '(8+2i)'] -> (((3-i) + (5+6i)) + ((8-7i) + (8+2i)))
[45653] ['(3-i)', '(5+6i)', '(8-6i)', '(8+i)'] -> (((3-i) + (5+6i)) + ((8-6i) + (8+i)))
[45661] ['(3-i)', '(5+6i)', '(8-5i)', '8'] -> (((3-i) + (5+6i)) + ((8-5i) + 8))
[45672] ['(3-i)', '(5+6i)', '(8-4i)', '(8-i)'] -> (((3-i) + (5+6i)) + ((8-4i) + (8-i)))
[45679] ['(3-i)', '(5+6i)', '(8-3i)', '(8-2i)'] -> (((2-4i) * (3+5i)) - ((1-4i) + (1+2i)))
[45682] ['(3-i)', '(5+6i)', '(8-3i)', '(8+7i)'] -> (((8-3i) * ((8+7i) - (5+6i))) - (3-i))
[45686] ['(3-i)', '(5+6i)', '(8-3i)', '9'] -> ((9-5i) - ((1+7i) * ((1-7i) - (2-9i))))
[45708] ['(3-i)', '(5+6i)', '8', '(8+8i)'] -> (((5-3i) + (5+i)) + ((6-7i) + (8+9i)))
[45732] ['(3-i)', '(5+6i)', '(8+3i)', '(8+7i)'] -> (((3-i) * (8+3i)) + ((5+6i) - (8+7i)))
[45842] ['(3-i)', '(5+6i)', '9', '(9+i)'] -> (((3-i) * (9+i)) + ((5+6i) - 9))
[45855] ['(3-i)', '(5+7i)', '(5+7i)', '(7-9i)'] -> (((3-i) * (5+7i)) - ((5+7i) - (7-9i)))
[45864] ['(3-i)', '(5+7i)', '(5+8i)', '(7-8i)'] -> (((3-i) * (5+7i)) - ((5+8i) - (7-8i)))
[45869] ['(3-i)', '(5+7i)', '(5+8i)', '8'] -> ((3+3i) * ((2-4i) + ((1-7i) + (1+7i))))
[45880] ['(3-i)', '(5+7i)', '(5+9i)', '(7-7i)'] -> (((3-i) * (5+7i)) - ((5+9i) - (7-7i)))
[45885] ['(3-i)', '(5+7i)', '(5+9i)', '(7+3i)'] -> (((3-i) * (7+3i)) + ((5+7i) - (5+9i)))
[45936] ['(3-i)', '(5+7i)', '(6-8i)', '(9-2i)'] -> (((3-i) * (9-2i)) + ((5+7i) - (6-8i)))
[45965] ['(3-i)', '(5+7i)', '(6-6i)', '(6+4i)'] -> ((6-6i) * (((3-i) + (5+7i)) - (6+4i)))
[46024] ['(3-i)', '(5+7i)', '(6-2i)', '(6+5i)'] -> ((-4i * 4i) - ((1-5i) - (9-5i)))
[46027] ['(3-i)', '(5+7i)', '(6-2i)', '(7-7i)'] -> (((5+7i) + (7-7i)) / ((3-i) / (6-2i)))
[46036] ['(3-i)', '(5+7i)', '(6-2i)', '(8+5i)'] -> (((8+5i) * ((6-2i) - (3-i))) - (5+7i))
[46049] ['(3-i)', '(5+7i)', '6', '(6+i)'] -> (6 * ((3-i) + ((5+7i) / (6+i))))
[46052] ['(3-i)', '(5+7i)', '6', '(6+8i)'] -> (6 * ((6+8i) + ((3-i) - (5+7i))))
[46075] ['(3-i)', '(5+7i)', '(6+i)', '(6+6i)'] -> ((6+6i) * ((3-i) - ((5+7i) / (6+i))))
[46081] ['(3-i)', '(5+7i)', '(6+i)', '(7+2i)'] -> (((3-i) * (7+2i)) + ((5+7i) / (6+i)))
[46084] ['(3-i)', '(5+7i)', '(6+i)', '(7+9i)'] -> ((5+7i) * ((3-i) - ((7+9i) / (6+i))))
[46108] ['(3-i)', '(5+7i)', '(6+2i)', '(8+i)'] -> (((3-i) * (8+i)) + ((5+7i) - (6+2i)))
[46120] ['(3-i)', '(5+7i)', '(6+2i)', '(9+7i)'] -> (((3-i) * (6+2i)) - ((5+7i) - (9+7i)))
[46128] ['(3-i)', '(5+7i)', '(6+3i)', '(8+4i)'] -> (4i * (((1-2i) * (4-2i)) - -4i))
[46132] ['(3-i)', '(5+7i)', '(6+4i)', '(7+i)'] -> (((3-i) * (6+4i)) - ((5+7i) - (7+i)))
[46158] ['(3-i)', '(5+7i)', '(6+6i)', '(6+8i)'] -> ((3+3i) + ((3+i) * ((2-5i) + (4+2i))))
[46175] ['(3-i)', '(5+7i)', '(6+6i)', '(9-i)'] -> (((9-i) - (5+7i)) / ((3-i) / (6+6i)))
[46186] ['(3-i)', '(5+7i)', '(6+7i)', '(8-9i)'] -> (((1-4i) * ((2+9i) - (1+2i))) - (5+3i))
[46198] ['(3-i)', '(5+7i)', '(6+8i)', '(7+2i)'] -> (((3-i) * (7+2i)) - ((5+7i) - (6+8i)))
[46199] ['(3-i)', '(5+7i)', '(6+8i)', '(8-8i)'] -> ((7+7i) - ((5+i) * ((5-3i) - (8-5i))))
[46207] ['(3-i)', '(5+7i)', '(6+8i)', '(9+8i)'] -> (((3-i) * (9+8i)) - ((5+7i) + (6+8i)))
[46215] ['(3-i)', '(5+7i)', '(6+9i)', '(8-7i)'] -> (((1+2i) * (3-9i)) - ((1-4i) - (4-i)))
[46240] ['(3-i)', '(5+7i)', '(7-9i)', '(9+3i)'] -> (((3-i) + (5+7i)) + ((7-9i) + (9+3i)))
[46261] ['(3-i)', '(5+7i)', '(7-8i)', '(9+2i)'] -> (((3-7i) - (7-3i)) * ((4+3i) - 7))
[46273] ['(3-i)', '(5+7i)', '(7-7i)', '(9+i)'] -> (((3-i) + (5+7i)) + ((7-7i) + (9+i)))
[46282] ['(3-i)', '(5+7i)', '(7-6i)', '9'] -> (4i * ((2-7i) + ((4+8i) / -4i)))
[46302] ['(3-i)', '(5+7i)', '(7-4i)', '(9-2i)'] -> (((3-i) + (5+7i)) + ((7-4i) + (9-2i)))
[46315] ['(3-i)', '(5+7i)', '(7-3i)', '(9-3i)'] -> (((3-i) + (5+7i)) + ((7-3i) + (9-3i)))
[46328] ['(3-i)', '(5+7i)', '(7-2i)', '(9-4i)'] -> (((3-i) + (5+7i)) + ((7-2i) + (9-4i)))
[46341] ['(3-i)', '(5+7i)', '(7-i)', '(9-5i)'] -> (((1-4i) - (1+2i)) * ((3-i) - (3-5i)))
[46348] ['(3-i)', '(5+7i)', '7', '(9-6i)'] -> ((3+9i) - ((2-5i) * ((3+i) - (6+4i))))
[46357] ['(3-i)', '(5+7i)', '(7+i)', '(9-7i)'] -> (((4-8i) * 6) / ((7+7i) - (6+9i)))
[46366] ['(3-i)', '(5+7i)', '(7+2i)', '(9-8i)'] -> (((1-4i) - (1+2i)) * (3 - (3-4i)))
[46376] ['(3-i)', '(5+7i)', '(7+3i)', '(9-9i)'] -> (((3-i) + (5+7i)) + ((7+3i) + (9-9i)))
[46392] ['(3-i)', '(5+7i)', '(7+5i)', '(8+2i)'] -> (((3-i) * (8+2i)) + ((5+7i) - (7+5i)))
[46427] ['(3-i)', '(5+7i)', '(7+7i)', '(9-9i)'] -> ((1-i) * ((8+9i) - ((2+5i) - (6+8i))))
[46430] ['(3-i)', '(5+7i)', '(7+7i)', '(9+i)'] -> (((3-i) + (9+i)) * ((7+7i) - (5+7i)))
[46437] ['(3-i)', '(5+7i)', '(7+8i)', '(9-8i)'] -> (((3-i) * (5+7i)) - ((7+8i) - (9-8i)))
[46466] ['(3-i)', '(5+7i)', '(8-9i)', '(8+3i)'] -> (((3-i) + (5+7i)) + ((8-9i) + (8+3i)))
[46476] ['(3-i)', '(5+7i)', '(8-8i)', '(8+2i)'] -> (((3-i) + (5+7i)) + ((8-8i) + (8+2i)))
[46487] ['(3-i)', '(5+7i)', '(8-7i)', '(8+i)'] -> (((3-i) + (5+7i)) + ((8-7i) + (8+i)))
[46498] ['(3-i)', '(5+7i)', '(8-6i)', '8'] -> ((-4i - 4i) / ((2-i) / (3+6i)))
[46502] ['(3-i)', '(5+7i)', '(8-6i)', '(8+5i)'] -> ((4-8i) + (4i * (-4i + (2-i))))
[46510] ['(3-i)', '(5+7i)', '(8-5i)', '(8-i)'] -> (((3-i) + (5+7i)) + ((8-5i) + (8-i)))
[46522] ['(3-i)', '(5+7i)', '(8-4i)', '(8-2i)'] -> (((3-i) + (5+7i)) + ((8-4i) + (8-2i)))
[46534] ['(3-i)', '(5+7i)', '(8-3i)', '(8-3i)'] -> (((3-i) + (5+7i)) + ((8-3i) + (8-3i)))
[46539] ['(3-i)', '(5+7i)', '(8-3i)', '(8+8i)'] -> (((8-3i) * ((8+8i) - (5+7i))) - (3-i))
[46555] ['(3-i)', '(5+7i)', '(8-2i)', '9'] -> (((3-i) * 9) + ((5+7i) - (8-2i)))
[46577] ['(3-i)', '(5+7i)', '(8+i)', '(8+8i)'] -> (((3-7i) + (4+3i)) + ((8+8i) + (9-4i)))
[46584] ['(3-i)', '(5+7i)', '(8+3i)', '(8+8i)'] -> (((3-i) * (8+3i)) + ((5+7i) - (8+8i)))
[46591] ['(3-i)', '(5+7i)', '(8+5i)', '(8+5i)'] -> (9 - ((6+3i) * ((3-4i) - (5-5i))))
[46657] ['(3-i)', '(5+7i)', '(9+i)', '(9+i)'] -> (((3-i) * (9+i)) + ((5+7i) - (9+i)))
[46700] ['(3-i)', '(5+8i)', '(5+9i)', '8'] -> (8 * ((5+9i) + ((3-i) - (5+8i))))
[46752] ['(3-i)', '(5+8i)', '(6-7i)', '(7+i)'] -> ((5+8i) + ((7+i) / ((3-i) / (6-7i))))
[46761] ['(3-i)', '(5+8i)', '(6-7i)', '(9-2i)'] -> (((1-7i) + (1+7i)) * ((5-2i) + (7+2i)))
[46768] ['(3-i)', '(5+8i)', '(6-6i)', '(6+5i)'] -> ((6-6i) * (((3-i) + (5+8i)) - (6+5i)))
[46845] ['(3-i)', '(5+8i)', '(6-2i)', '(7-8i)'] -> (((5+8i) + (7-8i)) / ((3-i) / (6-2i)))
[46863] ['(3-i)', '(5+8i)', '(6-i)', '(6+5i)'] -> (((3-i) * (6+5i)) - ((5+8i) - (6-i)))
[46885] ['(3-i)', '(5+8i)', '6', '(6+9i)'] -> (6 * ((6+9i) + ((3-i) - (5+8i))))
[46944] ['(3-i)', '(5+8i)', '(6+2i)', '(9+8i)'] -> (((3-i) * (6+2i)) - ((5+8i) - (9+8i)))
[46955] ['(3-i)', '(5+8i)', '(6+3i)', '(8+i)'] -> (((3-i) * (8+i)) + ((5+8i) - (6+3i)))
[46956] ['(3-i)', '(5+8i)', '(6+3i)', '(8+5i)'] -> ((8-8i) + ((1-i) * ((2+6i) + (2+6i))))
[46968] ['(3-i)', '(5+8i)', '(6+4i)', '(7+2i)'] -> (((3-i) * (6+4i)) - ((5+8i) - (7+2i)))
[46990] ['(3-i)', '(5+8i)', '(6+6i)', '(6+9i)'] -> ((6+6i) * (((3-i) + (5+8i)) - (6+9i)))
[46999] ['(3-i)', '(5+8i)', '(6+6i)', '9'] -> ((9 - (5+8i)) / ((3-i) / (6+6i)))
[47009] ['(3-i)', '(5+8i)', '(6+7i)', '(9+8i)'] -> (((3-i) * (9+8i)) - ((5+8i) + (6+7i)))
[47034] ['(3-i)', '(5+8i)', '(6+9i)', '(7+2i)'] -> (((3-i) * (7+2i)) - ((5+8i) - (6+9i)))
[47048] ['(3-i)', '(5+8i)', '(7-9i)', '(9+2i)'] -> (((3-i) + (5+8i)) + ((7-9i) + (9+2i)))
[47057] ['(3-i)', '(5+8i)', '(7-8i)', '(9+i)'] -> (((3-i) + (5+8i)) + ((7-8i) + (9+i)))
[47066] ['(3-i)', '(5+8i)', '(7-7i)', '9'] -> (((3-i) + (5+8i)) + ((7-7i) + 9))
[47074] ['(3-i)', '(5+8i)', '(7-6i)', '(9-i)'] -> (((3-i) + (5+8i)) + ((7-6i) + (9-i)))
[47084] ['(3-i)', '(5+8i)', '(7-5i)', '(9-2i)'] -> (((3-i) + (5+8i)) + ((7-5i) + (9-2i)))
[47093] ['(3-i)', '(5+8i)', '(7-4i)', '(9-3i)'] -> (((3-i) + (5+8i)) + ((7-4i) + (9-3i)))
[47094] ['(3-i)', '(5+8i)', '(7-4i)', '(9-i)'] -> (((3-i) * (9-i)) + ((5+8i) - (7-4i)))
[47107] ['(3-i)', '(5+8i)', '(7-3i)', '(9-4i)'] -> (((3-i) + (5+8i)) + ((7-3i) + (9-4i)))
[47118] ['(3-i)', '(5+8i)', '(7-2i)', '(9-5i)'] -> (4 * ((8-2i) - ((1-4i) + (1+2i))))
[47126] ['(3-i)', '(5+8i)', '(7-i)', '(9-6i)'] -> (((3-i) + (5+8i)) + ((7-i) + (9-6i)))
[47138] ['(3-i)', '(5+8i)', '7', '(9-7i)'] -> (((3-i) + (5+8i)) + (7 + (9-7i)))
[47148] ['(3-i)', '(5+8i)', '(7+i)', '(9-8i)'] -> (((3-i) + (5+8i)) + ((7+i) + (9-8i)))
[47158] ['(3-i)', '(5+8i)', '(7+2i)', '(9-9i)'] -> (((2+6i) * ((3-5i) - (1-i))) - (4+4i))
[47185] ['(3-i)', '(5+8i)', '(7+6i)', '(8+2i)'] -> ((4+4i) + ((6+4i) * ((1-4i) + (1+2i))))
[47205] ['(3-i)', '(5+8i)', '(7+8i)', '(9+i)'] -> (((2-5i) * (3+i)) + ((5+5i) + (8+8i)))
[47220] ['(3-i)', '(5+8i)', '(8-9i)', '(8+2i)'] -> (((3-i) + (5+8i)) + ((8-9i) + (8+2i)))
[47231] ['(3-i)', '(5+8i)', '(8-8i)', '(8+i)'] -> ((-4i - 4i) * ((6-5i) - (6-8i)))
[47240] ['(3-i)', '(5+8i)', '(8-7i)', '8'] -> (((3-i) + (5+8i)) + ((8-7i) + 8))
[47247] ['(3-i)', '(5+8i)', '(8-6i)', '(8-i)'] -> (((3-i) + (5+8i)) + ((8-6i) + (8-i)))
[47256] ['(3-i)', '(5+8i)', '(8-5i)', '(8-2i)'] -> (((3-i) + (5+8i)) + ((8-5i) + (8-2i)))
[47260] ['(3-i)', '(5+8i)', '(8-4i)', '(8-3i)'] -> (((5-3i) - (5+3i)) * ((6+i) - (6-3i)))
[47270] ['(3-i)', '(5+8i)', '(8-3i)', '(8+9i)'] -> (((8-3i) * ((8+9i) - (5+8i))) - (3-i))
[47292] ['(3-i)', '(5+8i)', '(8-i)', '9'] -> (((3-i) * 9) + ((5+8i) - (8-i)))
[47306] ['(3-i)', '(5+8i)', '(8+2i)', '(8+8i)'] -> (((8+2i) - (5+8i)) / ((3-i) / (8+8i)))
[47313] ['(3-i)', '(5+8i)', '(8+3i)', '(8+9i)'] -> (((3-i) * (8+3i)) + ((5+8i) - (8+9i)))
[47383] ['(3-i)', '(5+8i)', '(9+i)', '(9+2i)'] -> (((3-i) * (9+i)) + ((5+8i) - (9+2i)))
[47392] ['(3-i)', '(5+9i)', '(5+9i)', '(6-4i)'] -> ((4+4i) * ((6+9i) + ((3-7i) - (6+5i))))
[47464] ['(3-i)', '(5+9i)', '(6-6i)', '(6+6i)'] -> ((6-6i) * (((3-i) + (5+9i)) - (6+6i)))
[47472] ['(3-i)', '(5+9i)', '(6-6i)', '(9-2i)'] -> (((3-i) * (9-2i)) + ((5+9i) - (6-6i)))
[47527] ['(3-i)', '(5+9i)', '(6-2i)', '(7-9i)'] -> (((5+9i) + (7-9i)) / ((3-i) / (6-2i)))
[47550] ['(3-i)', '(5+9i)', '6', '(6+5i)'] -> (((3-i) * (6+5i)) - ((5+9i) - 6))
[47553] ['(3-i)', '(5+9i)', '6', '(7+2i)'] -> (((4-i) * (6-2i)) - ((5-7i) - (7+7i)))
[47557] ['(3-i)', '(5+9i)', '6', '(9-9i)'] -> (((4-8i) + (6+2i)) + (7 + (7+6i)))
[47587] ['(3-i)', '(5+9i)', '(6+2i)', '(9+9i)'] -> ((4+4i) * ((7+7i) + ((3-7i) - (7+3i))))
[47594] ['(3-i)', '(5+9i)', '(6+3i)', '(8+6i)'] -> (((3-i) * (6+3i)) - ((5+9i) - (8+6i)))
[47601] ['(3-i)', '(5+9i)', '(6+4i)', '(7+3i)'] -> ((4+4i) * ((7+9i) + ((3-7i) - (7+5i))))
[47607] ['(3-i)', '(5+9i)', '(6+4i)', '(8+i)'] -> (((3-i) * (8+i)) + ((5+9i) - (6+4i)))
[47626] ['(3-i)', '(5+9i)', '(6+6i)', '(7+2i)'] -> ((6+6i) * ((3-i) - ((5+9i) / (7+2i))))
[47636] ['(3-i)', '(5+9i)', '(6+6i)', '(9+i)'] -> (((3-4i) - (7-8i)) * ((5-4i) - (8-i)))
[47639] ['(3-i)', '(5+9i)', '(6+6i)', '(9+8i)'] -> (((3-i) * (9+8i)) - ((5+9i) + (6+6i)))
[47692] ['(3-i)', '(5+9i)', '(7-9i)', '(9+i)'] -> (((3-i) + (5+9i)) + ((7-9i) + (9+i)))
[47711] ['(3-i)', '(5+9i)', '(7-8i)', '9'] -> ((4+4i) * ((8+3i) + ((3-7i) - (8-i))))
[47725] ['(3-i)', '(5+9i)', '(7-7i)', '(9-i)'] -> (((3-i) + (5+9i)) + ((7-7i) + (9-i)))
[47736] ['(3-i)', '(5+9i)', '(7-6i)', '(9-2i)'] -> (((1-9i) + (7+5i)) - (-4i * (1-4i)))
[47758] ['(3-i)', '(5+9i)', '(7-5i)', '(9-3i)'] -> ((4+4i) * ((8+9i) + ((3-7i) - (8+5i))))
[47776] ['(3-i)', '(5+9i)', '(7-4i)', '(8-2i)'] -> (((1-4i) * ((7+i) - (6-5i))) - (1+2i))
[47782] ['(3-i)', '(5+9i)', '(7-4i)', '(9-4i)'] -> (((3-i) + (5+9i)) + ((7-4i) + (9-4i)))
[47794] ['(3-i)', '(5+9i)', '(7-3i)', '(9-5i)'] -> (((3-i) + (5+9i)) + ((7-3i) + (9-5i)))
[47796] ['(3-i)', '(5+9i)', '(7-3i)', '(9-i)'] -> (((3-i) * (9-i)) + ((5+9i) - (7-3i)))
[47803] ['(3-i)', '(5+9i)', '(7-2i)', '(9-6i)'] -> (((3-i) + (5+9i)) + ((7-2i) + (9-6i)))
[47814] ['(3-i)', '(5+9i)', '(7-i)', '(9-7i)'] -> (((3+i) * (9-7i)) - ((2-5i) + (8-7i)))
[47835] ['(3-i)', '(5+9i)', '7', '(9-8i)'] -> (((3-i) + (5+9i)) + (7 + (9-8i)))
[47858] ['(3-i)', '(5+9i)', '(7+i)', '(9-9i)'] -> ((7-9i) + ((1+2i) * ((1-4i) + (6-i))))
[47862] ['(3-i)', '(5+9i)', '(7+2i)', '(7+2i)'] -> (((3-i) * (7+2i)) + ((5+9i) / (7+2i)))
[47912] ['(3-i)', '(5+9i)', '(7+7i)', '(8+2i)'] -> (((3-i) * (8+2i)) + ((5+9i) - (7+7i)))
[47937] ['(3-i)', '(5+9i)', '(7+9i)', '(9+i)'] -> (((3-i) + (9+i)) * ((7+9i) - (5+9i)))
[47941] ['(3-i)', '(5+9i)', '(7+9i)', '(9+9i)'] -> (((3-i) * (9+9i)) - ((5+9i) + (7+9i)))
[47946] ['(3-i)', '(5+9i)', '(8-9i)', '(8+i)'] -> (((3-i) + (5+9i)) + ((8-9i) + (8+i)))
[47960] ['(3-i)', '(5+9i)', '(8-8i)', '8'] -> (((3-i) + (5+9i)) + ((8-8i) + 8))
[47972] ['(3-i)', '(5+9i)', '(8-7i)', '(8-i)'] -> (((3-i) + (5+9i)) + ((8-7i) + (8-i)))
[47979] ['(3-i)', '(5+9i)', '(8-6i)', '(8-2i)'] -> (((3-i) + (5+9i)) + ((8-6i) + (8-2i)))
[47983] ['(3-i)', '(5+9i)', '(8-5i)', '(8-3i)'] -> (((3-i) + (5+9i)) + ((8-5i) + (8-3i)))
[47989] ['(3-i)', '(5+9i)', '(8-4i)', '(8-4i)'] -> ((3+3i) * ((3-2i) - ((1-7i) - (2-9i))))
[48016] ['(3-i)', '(5+9i)', '8', '9'] -> (((3-i) * 9) + ((5+9i) - 8))
[48035] ['(3-i)', '(5+9i)', '(8+3i)', '(8+8i)'] -> (((8+3i) - (5+9i)) / ((3-i) / (8+8i)))
[48098] ['(3-i)', '(5+9i)', '(9+i)', '(9+3i)'] -> (((2-5i) * (6+3i)) + ((3+2i) * (3+6i)))
[48131] ['(3-i)', '(6-9i)', '(6-8i)', '8'] -> (8 * ((6-8i) + ((3-i) - (6-9i))))
[48140] ['(3-i)', '(6-9i)', '(6-7i)', '(7+3i)'] -> (((3-i) * (7+3i)) + ((6-9i) - (6-7i)))
[48158] ['(3-i)', '(6-9i)', '(6-6i)', '(8+4i)'] -> (((8+4i) / ((3-i) / (6-9i))) - (6-6i))
[48216] ['(3-i)', '(6-9i)', '(6-2i)', '(6+9i)'] -> (9 - ((3+6i) * ((1-7i) - (2-9i))))
[48239] ['(3-i)', '(6-9i)', '(6-i)', '8'] -> (((3-i) * 8) - ((6-9i) - (6-i)))
[48245] ['(3-i)', '(6-9i)', '6', '(6+5i)'] -> (((6-9i) + (6+5i)) / ((3-i) / 6))
[48248] ['(3-i)', '(6-9i)', '6', '(7-8i)'] -> (6 * ((7-8i) + ((3-i) - (6-9i))))
[48276] ['(3-i)', '(6-9i)', '(6+i)', '(9+9i)'] -> (((3-i) + (6-9i)) + ((6+i) + (9+9i)))
[48290] ['(3-i)', '(6-9i)', '(6+2i)', '(9+8i)'] -> (((3-i) + (6-9i)) + ((6+2i) + (9+8i)))
[48292] ['(3-i)', '(6-9i)', '(6+3i)', '(6+6i)'] -> (((3-i) * (6+6i)) + ((6-9i) - (6+3i)))
[48295] ['(3-i)', '(6-9i)', '(6+3i)', '(7-4i)'] -> ((3-i) * ((6+3i) + ((6-9i) / (7-4i))))
[48297] ['(3-i)', '(6-9i)', '(6+3i)', '(7+4i)'] -> ((3-i) * ((7+4i) + ((6-9i) / (6+3i))))
[48306] ['(3-i)', '(6-9i)', '(6+3i)', '(9-3i)'] -> ((6-9i) + ((9-3i) / ((3-i) / (6+3i))))
[48309] ['(3-i)', '(6-9i)', '(6+3i)', '(9+7i)'] -> (((3-i) + (6-9i)) + ((6+3i) + (9+7i)))
[48319] ['(3-i)', '(6-9i)', '(6+4i)', '(9+3i)'] -> ((6+4i) * ((3-i) - ((9+3i) / (6-9i))))
[48321] ['(3-i)', '(6-9i)', '(6+4i)', '(9+6i)'] -> (((3-i) + (6-9i)) + ((6+4i) + (9+6i)))
[48330] ['(3-i)', '(6-9i)', '(6+5i)', '9'] -> ((((6-9i) * (6+5i)) - 9) / (3-i))
[48331] ['(3-i)', '(6-9i)', '(6+5i)', '(9+5i)'] -> (((3-i) + (6-9i)) + ((6+5i) + (9+5i)))
[48333] ['(3-i)', '(6-9i)', '(6+6i)', '(7-8i)'] -> (((1-9i) - (5-i)) - (-4i * (2-7i)))
[48347] ['(3-i)', '(6-9i)', '(6+6i)', '(9+4i)'] -> (((3-i) + (6-9i)) + ((6+6i) + (9+4i)))
[48352] ['(3-i)', '(6-9i)', '(6+7i)', '(7+6i)'] -> (((3+2i) * (4-3i)) - ((2-5i) - (8-4i)))
[48362] ['(3-i)', '(6-9i)', '(6+7i)', '(9+3i)'] -> (((5-3i) * (7-3i)) - ((3-4i) * (6-4i)))
[48373] ['(3-i)', '(6-9i)', '(6+8i)', '(8+9i)'] -> ((5-3i) - ((6-i) * ((3-4i) - (6-3i))))
[48375] ['(3-i)', '(6-9i)', '(6+8i)', '(9+2i)'] -> (((3-i) + (6-9i)) + ((6+8i) + (9+2i)))
[48378] ['(3-i)', '(6-9i)', '(6+8i)', '(9+9i)'] -> (((3+2i) * ((2-5i) + (4-2i))) - (8-9i))
[48384] ['(3-i)', '(6-9i)', '(6+9i)', '(9-3i)'] -> (((3-i) * (9-3i)) - ((6-9i) - (6+9i)))
[48386] ['(3-i)', '(6-9i)', '(6+9i)', '(9+i)'] -> (((3-i) + (6-9i)) + ((6+9i) + (9+i)))
[48404] ['(3-i)', '(6-9i)', '(7-8i)', '(7+2i)'] -> (((3-i) * (7+2i)) - ((6-9i) - (7-8i)))
[48441] ['(3-i)', '(6-9i)', '(7-4i)', '(7+4i)'] -> (((3-i) * (7+4i)) + ((6-9i) - (7-4i)))
[48484] ['(3-i)', '(6-9i)', '7', '(9-2i)'] -> (((3-i) * 7) - ((6-9i) - (9-2i)))
[48490] ['(3-i)', '(6-9i)', '(7+i)', '(8-5i)'] -> (((3-i) * (7+i)) - ((6-9i) - (8-5i)))
[48494] ['(3-i)', '(6-9i)', '(7+i)', '(8+9i)'] -> (((3-i) + (6-9i)) + ((7+i) + (8+9i)))
[48498] ['(3-i)', '(6-9i)', '(7+i)', '9'] -> ((6-9i) + (9 / ((3-i) / (7+i))))
[48504] ['(3-i)', '(6-9i)', '(7+2i)', '(8-i)'] -> (((3-i) * (8-i)) - ((6-9i) - (7+2i)))
[48507] ['(3-i)', '(6-9i)', '(7+2i)', '(8+8i)'] -> (((3-i) + (6-9i)) + ((7+2i) + (8+8i)))
[48515] ['(3-i)', '(6-9i)', '(7+3i)', '(8+7i)'] -> (((3-i) + (6-9i)) + ((7+3i) + (8+7i)))
[48521] ['(3-i)', '(6-9i)', '(7+4i)', '(8+6i)'] -> (((3-i) + (6-9i)) + ((7+4i) + (8+6i)))
[48527] ['(3-i)', '(6-9i)', '(7+5i)', '(8-i)'] -> (((3-i) * (7+5i)) + ((6-9i) - (8-i)))
[48528] ['(3-i)', '(6-9i)', '(7+5i)', '(8+5i)'] -> (((3-i) + (6-9i)) + ((7+5i) + (8+5i)))
[48539] ['(3-i)', '(6-9i)', '(7+6i)', '(8+4i)'] -> (6 * ((7+5i) - ((1-i) + (2+6i))))
[48544] ['(3-i)', '(6-9i)', '(7+6i)', '(9+2i)'] -> (((3-i) * (7+6i)) + ((6-9i) - (9+2i)))
[48550] ['(3-i)', '(6-9i)', '(7+7i)', '(8+3i)'] -> (((3-i) + (6-9i)) + ((7+7i) + (8+3i)))
