[1] ['1', '1', '3'] -> (1 / 3) - 1 mod 37
[1723] ['6', '17', '25'] -> (17 * 25) + 6 mod 37
[1724] ['6', '17', '26'] -> 6 / (17 - 26) mod 37
[1725] ['6', '17', '28'] -> (6 / 17) + 28 mod 37
[1726] ['6', '17', '29'] -> (29 / 17) - 6 mod 37
[1727] ['6', '17', '30'] -> (17 + 6) * 30 mod 37
[1728] ['1', '9', '29'] -> 1 / (9 - 29) mod 37
[1729] ['6', '18', '20'] -> (20 + 6) * 18 mod 37
[1730] ['6', '18', '28'] -> (28 / 18) + 6 mod 37
[1731] ['6', '18', '30'] -> (30 / 6) - 18 mod 37
[1732] ['6', '18', '31'] -> (31 - 6) / 18 mod 37
[1733] ['6', '18', '32'] -> (32 - 6) * 18 mod 37
[1734] ['6', '18', '33'] -> 18 / (6 - 33) mod 37
[1735] ['6', '19', '22'] -> (19 + 22) * 6 mod 37
[1736] ['6', '19', '25'] -> (6 / 19) - 25 mod 37
[1737] ['6', '19', '31'] -> (6 - 31) / 19 mod 37
[1738] ['6', '19', '32'] -> (6 - 32) * 19 mod 37
[1739] ['1', '9', '35'] -> 1 - (9 / 35) mod 37
[1740] ['6', '19', '33'] -> 19 / (33 - 6) mod 37
[1741] ['6', '20', '25'] -> 6 - (20 * 25) mod 37
[1742] ['6', '20', '28'] -> 28 - (6 / 20) mod 37
[1743] ['6', '20', '29'] -> 6 / (20 - 29) mod 37
[1744] ['6', '21', '22'] -> (21 * 22) + 6 mod 37
[1745] ['6', '21', '23'] -> (23 - 6) * 21 mod 37
[1746] ['6', '21', '32'] -> (21 / 32) + 6 mod 37
[1747] ['6', '22', '22'] -> (22 + 6) * 22 mod 37
[1748] ['6', '22', '30'] -> (22 / 30) + 6 mod 37
[1749] ['6', '22', '32'] -> (22 + 6) / 32 mod 37
[1750] ['1', '1', '29'] -> (1 / 29) + 1 mod 37
[1751] ['1', '10', '12'] -> (1 / 12) - 10 mod 37
[1752] ['6', '23', '23'] -> (23 / 6) - 23 mod 37
[1753] ['6', '25', '27'] -> (25 - 6) / 27 mod 37
[1754] ['6', '25', '33'] -> (25 + 6) * 33 mod 37
[1755] ['6', '26', '26'] -> (26 + 6) / 26 mod 37
[1756] ['6', '26', '35'] -> 6 / (26 - 35) mod 37
[1757] ['6', '27', '27'] -> (27 * 6) - 27 mod 37
[1758] ['6', '27', '33'] -> (33 / 27) - 6 mod 37
[1759] ['6', '27', '35'] -> (6 / 35) + 27 mod 37
[1760] ['6', '28', '29'] -> (28 + 6) * 29 mod 37
[1761] ['6', '29', '31'] -> 29 / (6 - 31) mod 37
[1762] ['1', '10', '16'] -> 10 / (1 - 16) mod 37
[1763] ['6', '32', '32'] -> 32 / (32 - 6) mod 37
[1764] ['6', '33', '35'] -> 6 - (35 / 33) mod 37
[1765] ['6', '34', '36'] -> (34 + 36) / 6 mod 37
[1766] ['7', '7', '7'] -> (7 + 7) * 7 mod 37
[1767] ['7', '7', '8'] -> (8 / 7) + 7 mod 37
[1768] ['7', '7', '12'] -> (7 * 7) + 12 mod 37
[1769] ['7', '7', '14'] -> (7 / 7) - 14 mod 37
[1770] ['7', '7', '16'] -> (7 + 7) / 16 mod 37
[1771] ['7', '7', '20'] -> (7 / 20) + 7 mod 37
[1772] ['7', '7', '21'] -> (21 - 7) * 7 mod 37
[1773] ['1', '10', '17'] -> (1 + 17) / 10 mod 37
[1774] ['7', '7', '23'] -> (7 / 7) + 23 mod 37
[1775] ['7', '7', '30'] -> (7 - 30) * 7 mod 37
[1776] ['7', '7', '32'] -> (32 / 7) - 7 mod 37
[1777] ['7', '8', '10'] -> (10 - 7) * 8 mod 37
[1778] ['7', '8', '17'] -> (8 - 7) / 17 mod 37
[1779] ['7', '8', '18'] -> 8 / (18 + 7) mod 37
[1780] ['7', '8', '19'] -> 8 / (7 - 19) mod 37
[1781] ['7', '8', '20'] -> (7 - 8) / 20 mod 37
[1782] ['7', '8', '22'] -> (22 - 8) * 7 mod 37
[1783] ['7', '8', '26'] -> (26 / 8) - 7 mod 37
[1784] ['1', '10', '20'] -> (1 - 20) / 10 mod 37
[1785] ['7', '8', '34'] -> (34 * 7) + 8 mod 37
[1786] ['7', '8', '36'] -> 8 - (36 / 7) mod 37
[1787] ['7', '9', '9'] -> (9 / 7) - 9 mod 37
[1788] ['7', '9', '10'] -> (10 * 7) - 9 mod 37
[1789] ['7', '9', '14'] -> 14 / (7 + 9) mod 37
[1790] ['7', '9', '19'] -> 9 - (19 * 7) mod 37
[1791] ['7', '9', '23'] -> (23 - 9) * 7 mod 37
[1792] ['7', '9', '25'] -> (7 - 9) * 25 mod 37
[1793] ['7', '9', '28'] -> (9 / 7) + 28 mod 37
[1794] ['7', '9', '33'] -> 33 - (7 / 9) mod 37
[1795] ['1', '10', '27'] -> 1 / (27 - 10) mod 37
[1796] ['7', '9', '34'] -> (9 - 7) / 34 mod 37
[1797] ['7', '9', '36'] -> 7 / (36 + 9) mod 37
[1798] ['7', '10', '11'] -> (11 + 7) / 10 mod 37
[1799] ['7', '10', '13'] -> 10 - (13 / 7) mod 37
[1800] ['7', '10', '20'] -> 20 - (10 * 7) mod 37
[1801] ['7', '10', '28'] -> (10 * 7) + 28 mod 37
[1802] ['7', '10', '33'] -> (10 - 33) * 7 mod 37
[1803] ['7', '10', '36'] -> 36 - (10 / 7) mod 37
[1804] ['7', '11', '16'] -> (11 * 7) - 16 mod 37
[1805] ['7', '11', '19'] -> 7 / (19 - 11) mod 37
[1806] ['1', '10', '28'] -> (28 / 10) - 1 mod 37
[1807] ['7', '11', '21'] -> (11 * 7) + 21 mod 37
[1808] ['7', '11', '27'] -> 27 - (11 * 7) mod 37
[1809] ['7', '11', '33'] -> (11 / 7) + 33 mod 37
[1810] ['7', '12', '12'] -> 12 / (12 + 7) mod 37
[1811] ['7', '12', '15'] -> (7 - 15) / 12 mod 37
[1812] ['7', '12', '16'] -> (7 / 16) + 12 mod 37
[1813] ['7', '12', '17'] -> (12 / 7) + 17 mod 37
[1814] ['7', '12', '25'] -> 12 / (7 - 25) mod 37
[1815] ['7', '12', '28'] -> 28 / (7 - 12) mod 37
[1816] ['7', '12', '31'] -> 31 - (12 / 7) mod 37
[1817] ['1', '11', '16'] -> (16 / 11) - 1 mod 37
[1818] ['7', '12', '33'] -> 7 / (12 + 33) mod 37
[1819] ['7', '12', '34'] -> 34 - (12 * 7) mod 37
[1820] ['7', '12', '36'] -> (36 - 7) / 12 mod 37
[1821] ['7', '13', '23'] -> (23 - 7) / 13 mod 37
[1822] ['7', '13', '27'] -> (27 - 13) * 7 mod 37
[1823] ['7', '14', '14'] -> (14 - 7) * 14 mod 37
[1824] ['7', '14', '15'] -> (14 / 7) - 15 mod 37
[1825] ['7', '14', '24'] -> (14 + 7) / 24 mod 37
[1826] ['7', '14', '29'] -> (7 - 14) / 29 mod 37
[1827] ['7', '14', '32'] -> (7 / 14) - 32 mod 37
[1828] ['1', '11', '17'] -> 11 - (1 / 17) mod 37
[1829] ['7', '15', '17'] -> (7 - 17) / 15 mod 37
[1830] ['7', '15', '18'] -> 18 - (15 * 7) mod 37
[1831] ['7', '15', '20'] -> (20 + 7) / 15 mod 37
[1832] ['7', '15', '23'] -> 7 / (23 - 15) mod 37
[1833] ['7', '15', '27'] -> (15 / 27) + 7 mod 37
[1834] ['7', '15', '29'] -> (29 - 15) * 7 mod 37
[1835] ['7', '15', '31'] -> (15 / 7) - 31 mod 37
[1836] ['7', '15', '36'] -> (15 + 36) * 7 mod 37
[1837] ['7', '16', '18'] -> 16 - (18 / 7) mod 37
[1838] ['7', '16', '34'] -> 34 / (16 + 7) mod 37
[1839] ['1', '11', '22'] -> (11 - 1) / 22 mod 37
[1840] ['7', '16', '35'] -> (16 + 35) * 7 mod 37
[1841] ['7', '17', '18'] -> 18 / (17 - 7) mod 37
[1842] ['7', '17', '19'] -> 19 / (7 - 17) mod 37
[1843] ['7', '17', '22'] -> (17 - 7) / 22 mod 37
[1844] ['7', '17', '26'] -> (17 / 7) - 26 mod 37
[1845] ['7', '17', '27'] -> (27 * 7) - 17 mod 37
[1846] ['7', '17', '30'] -> (30 / 17) + 7 mod 37
[1847] ['7', '17', '33'] -> (7 / 17) - 33 mod 37
[1848] ['7', '18', '22'] -> (22 * 7) + 18 mod 37
[1849] ['7', '18', '25'] -> (18 / 25) + 7 mod 37
[1850] ['1', '11', '28'] -> 1 / (28 - 11) mod 37
[1851] ['7', '18', '26'] -> 7 / (26 - 18) mod 37
[1852] ['7', '18', '28'] -> (18 * 7) - 28 mod 37
[1853] ['7', '18', '31'] -> (7 / 31) - 18 mod 37
[1854] ['7', '19', '19'] -> (19 - 7) / 19 mod 37
[1855] ['7', '19', '20'] -> 19 / (20 + 7) mod 37
[1856] ['7', '19', '21'] -> (19 / 7) - 21 mod 37
[1857] ['7', '19', '22'] -> (22 * 7) - 19 mod 37
[1858] ['7', '19', '26'] -> 7 / (19 + 26) mod 37
[1859] ['7', '19', '29'] -> 29 / (19 - 7) mod 37
[1860] ['7', '20', '23'] -> (23 - 7) * 20 mod 37
[1861] ['1', '1', '34'] -> (1 + 1) / 34 mod 37
[1862] ['1', '11', '32'] -> (11 - 1) * 32 mod 37
[1863] ['7', '20', '25'] -> 7 / (20 + 25) mod 37
[1864] ['7', '20', '27'] -> (27 * 7) + 20 mod 37
[1865] ['7', '20', '29'] -> (29 + 7) / 20 mod 37
[1866] ['7', '20', '31'] -> (20 + 31) * 7 mod 37
[1867] ['7', '20', '32'] -> (20 * 7) + 32 mod 37
[1868] ['7', '20', '33'] -> (20 * 33) - 7 mod 37
[1869] ['7', '21', '25'] -> (21 * 7) + 25 mod 37
[1870] ['7', '21', '26'] -> 21 - (26 * 7) mod 37
[1871] ['7', '21', '31'] -> 21 / (31 - 7) mod 37
[1872] ['7', '21', '32'] -> (21 + 7) / 32 mod 37
[1873] ['1', '12', '15'] -> (12 / 15) + 1 mod 37
[1874] ['7', '21', '34'] -> 34 / (7 - 21) mod 37
[1875] ['7', '22', '22'] -> (7 / 22) + 22 mod 37
[1876] ['7', '22', '29'] -> (22 + 29) * 7 mod 37
[1877] ['7', '22', '36'] -> (36 - 22) * 7 mod 37
[1878] ['7', '23', '24'] -> (7 - 23) / 24 mod 37
[1879] ['7', '23', '33'] -> (33 / 7) - 23 mod 37
[1880] ['7', '25', '25'] -> 25 / (25 - 7) mod 37
[1881] ['7', '25', '27'] -> (7 - 25) / 27 mod 37
[1882] ['7', '25', '33'] -> 7 / (33 - 25) mod 37
[1883] ['7', '25', '35'] -> (35 / 25) - 7 mod 37
[1884] ['1', '12', '16'] -> 16 / (1 + 12) mod 37
[1885] ['7', '25', '36'] -> (7 - 36) / 25 mod 37
[1886] ['7', '26', '26'] -> (7 - 26) * 26 mod 37
[1887] ['7', '26', '33'] -> 33 - (26 / 7) mod 37
[1888] ['7', '26', '34'] -> 7 / (34 - 26) mod 37
[1889] ['7', '26', '35'] -> (35 / 26) + 7 mod 37
[1890] ['7', '27', '28'] -> 28 - (27 * 7) mod 37
[1891] ['7', '28', '28'] -> 28 - (28 / 7) mod 37
[1892] ['7', '28', '33'] -> (7 / 28) + 33 mod 37
[1893] ['7', '29', '30'] -> (29 / 30) + 7 mod 37
[1894] ['7', '29', '32'] -> 29 / (7 - 32) mod 37
[1895] ['1', '12', '17'] -> (17 / 12) + 1 mod 37
[1896] ['7', '29', '34'] -> (34 * 7) - 29 mod 37
[1897] ['7', '30', '30'] -> (30 - 7) * 30 mod 37
[1898] ['7', '30', '34'] -> 34 / (30 - 7) mod 37
[1899] ['7', '31', '34'] -> (34 + 7) / 31 mod 37
[1900] ['7', '31', '35'] -> 31 / (7 - 35) mod 37
[1901] ['7', '33', '33'] -> 33 - (33 * 7) mod 37
[1902] ['7', '33', '34'] -> 34 - (33 / 7) mod 37
[1903] ['7', '33', '36'] -> 33 / (36 + 7) mod 37
[1904] ['7', '35', '36'] -> (35 * 7) - 36 mod 37
[1905] ['8', '8', '8'] -> 8 + 8 + 8 mod 37
[1906] ['1', '12', '21'] -> 21 - (1 / 12) mod 37
[1907] ['8', '8', '11'] -> (11 - 8) * 8 mod 37
[1908] ['8', '8', '18'] -> 8 - (8 / 18) mod 37
[1909] ['8', '8', '23'] -> (8 / 8) + 23 mod 37
[1910] ['8', '8', '25'] -> 25 - (8 / 8) mod 37
[1911] ['8', '8', '28'] -> (8 / 28) - 8 mod 37
[1912] ['8', '8', '32'] -> (32 + 8) * 8 mod 37
[1913] ['8', '8', '33'] -> 8 / (33 - 8) mod 37
[1914] ['8', '8', '35'] -> 8 - (35 * 8) mod 37
[1915] ['8', '8', '36'] -> (36 + 8) / 8 mod 37
[1916] ['8', '9', '10'] -> (10 * 9) + 8 mod 37
[1917] ['1', '12', '22'] -> 1 - (12 / 22) mod 37
[1918] ['8', '9', '17'] -> (9 - 8) / 17 mod 37
[1919] ['8', '9', '19'] -> (8 / 9) + 19 mod 37
[1920] ['8', '9', '22'] -> 22 - (8 * 9) mod 37
[1921] ['8', '9', '31'] -> (31 + 9) * 8 mod 37
[1922] ['8', '10', '14'] -> 10 / (14 + 8) mod 37
[1923] ['8', '10', '16'] -> 16 - (10 / 8) mod 37
[1924] ['8', '10', '17'] -> (17 - 10) / 8 mod 37
[1925] ['8', '10', '19'] -> (10 * 8) - 19 mod 37
[1926] ['8', '10', '23'] -> 10 / (8 - 23) mod 37
[1927] ['8', '11', '11'] -> (11 + 8) * 11 mod 37
[1928] ['1', '12', '27'] -> (1 / 12) + 27 mod 37
[1929] ['8', '11', '20'] -> (11 / 20) - 8 mod 37
[1930] ['8', '11', '26'] -> (8 - 26) * 11 mod 37
[1931] ['8', '11', '31'] -> 11 / (31 + 8) mod 37
[1932] ['8', '11', '35'] -> 35 / (11 - 8) mod 37
[1933] ['8', '11', '36'] -> 8 / (36 - 11) mod 37
[1934] ['8', '12', '14'] -> (14 / 12) - 8 mod 37
[1935] ['8', '12', '19'] -> (19 - 12) / 8 mod 37
[1936] ['8', '12', '21'] -> (21 + 8) / 12 mod 37
[1937] ['8', '12', '23'] -> (23 * 8) - 12 mod 37
[1938] ['8', '12', '30'] -> 8 - (30 / 12) mod 37
[1939] ['1', '12', '28'] -> (1 + 28) / 12 mod 37
[1940] ['8', '12', '32'] -> (12 + 32) / 8 mod 37
[1941] ['8', '12', '35'] -> (12 * 8) - 35 mod 37
[1942] ['8', '13', '13'] -> 8 - (13 * 13) mod 37
[1943] ['8', '13', '16'] -> (16 - 13) * 8 mod 37
[1944] ['8', '13', '21'] -> 21 - (13 / 8) mod 37
[1945] ['8', '13', '26'] -> (8 - 13) / 26 mod 37
[1946] ['8', '13', '36'] -> 36 - (8 / 13) mod 37
[1947] ['8', '14', '20'] -> 8 - (14 * 20) mod 37
[1948] ['8', '14', '21'] -> (21 - 14) / 8 mod 37
[1949] ['8', '14', '25'] -> 25 - (14 * 8) mod 37
[1950] ['1', '12', '30'] -> (30 - 1) / 12 mod 37
[1951] ['8', '14', '31'] -> 14 - (31 / 8) mod 37
[1952] ['8', '14', '32'] -> (32 + 8) / 14 mod 37
[1953] ['8', '14', '36'] -> (36 + 8) * 14 mod 37
[1954] ['8', '15', '23'] -> (8 - 15) * 23 mod 37
[1955] ['8', '15', '28'] -> (28 * 8) - 15 mod 37
[1956] ['8', '15', '30'] -> (15 + 8) * 30 mod 37
[1957] ['8', '15', '32'] -> 15 - (8 / 32) mod 37
[1958] ['8', '15', '33'] -> 33 - (15 * 8) mod 37
[1959] ['8', '16', '23'] -> (23 - 16) / 8 mod 37
[1960] ['8', '16', '26'] -> 26 - (16 / 8) mod 37
[1961] ['1', '12', '34'] -> (1 / 34) + 12 mod 37
[1962] ['8', '17', '17'] -> (8 / 17) + 17 mod 37
[1963] ['8', '17', '26'] -> (26 / 17) - 8 mod 37
[1964] ['8', '17', '27'] -> (17 + 27) / 8 mod 37
[1965] ['8', '17', '28'] -> (17 * 28) - 8 mod 37
[1966] ['8', '17', '30'] -> (30 + 8) / 17 mod 37
[1967] ['8', '18', '25'] -> (25 - 18) / 8 mod 37
[1968] ['8', '18', '27'] -> 18 - (27 * 8) mod 37
[1969] ['8', '18', '28'] -> (18 * 8) + 28 mod 37
[1970] ['8', '18', '30'] -> 8 / (18 - 30) mod 37
[1971] ['8', '19', '21'] -> (19 + 21) * 8 mod 37
