[1] ['1', '1', '1', 'C'] -> (1 + 1 + 1) * C base 16
[342] ['11', '13', '14', '25'] -> ((13 * 25) + 11) / 14 base 16
[343] ['11', '13', '15', '22'] -> ((11 + 15) / 13) + 22 base 16
[344] ['11', '13', '15', '28'] -> ((15 - 11) * 13) - 28 base 16
[345] ['11', '13', '17', '1D'] -> ((17 * 1D) + 11) / 13 base 16
[346] ['11', '13', '17', '1F'] -> ((13 * 1F) + 17) / 11 base 16
[347] ['11', '13', '17', '20'] -> ((17 - 13) * 11) - 20 base 16
[348] ['1', '12', '2A', '2A'] -> ((2A / 2A) + 1) * 12 base 16
[349] ['11', '13', '18', '1E'] -> ((13 - 11) * 1E) - 18 base 16
[350] ['11', '13', '18', '31'] -> ((18 - 13) * 11) - 31 base 16
[351] ['11', '13', '1A', '1F'] -> ((13 - 11) * 1F) - 1A base 16
[352] ['11', '13', '1C', '20'] -> ((13 - 11) * 20) - 1C base 16
[353] ['11', '13', '1E', '21'] -> ((13 - 11) * 21) - 1E base 16
[354] ['11', '13', '20', '22'] -> ((13 - 11) * 22) - 20 base 16
[355] ['11', '13', '20', '27'] -> 27 - ((13 + 20) / 11) base 16
[356] ['11', '13', '20', '31'] -> ((13 + 31) / 11) + 20 base 16
[357] ['11', '13', '21', '28'] -> ((11 + 28) / 13) + 21 base 16
[358] ['11', '13', '26', '28'] -> ((13 - 11) * 26) - 28 base 16
[359] ['1', '12', '2A', '30'] -> 30 / ((2A / 12) - 1) base 16
[360] ['11', '13', '27', '2A'] -> ((13 - 11) * 27) - 2A base 16
[361] ['11', '13', '28', '2C'] -> ((13 - 11) * 28) - 2C base 16
[362] ['11', '13', '28', '31'] -> 28 - ((13 + 31) / 11) base 16
[363] ['11', '13', '29', '2E'] -> ((13 - 11) * 29) - 2E base 16
[364] ['11', '13', '2A', '30'] -> ((13 - 11) * 2A) - 30 base 16
[365] ['11', '13', '2B', '2F'] -> ((11 * 2B) - 2F) / 13 base 16
[366] ['11', '14', '14', '18'] -> ((14 - 11) * 14) - 18 base 16
[367] ['11', '14', '15', '1B'] -> ((14 - 11) * 15) - 1B base 16
[368] ['11', '14', '15', '2C'] -> ((15 - 11) * 14) - 2C base 16
[369] ['11', '14', '16', '1C'] -> (11 * 1C) - (14 * 16) base 16
[370] ['1', '12', '2B', '2B'] -> ((2B / 2B) + 1) * 12 base 16
[371] ['11', '14', '16', '1E'] -> ((14 - 11) * 16) - 1E base 16
[372] ['11', '14', '17', '21'] -> ((14 - 11) * 17) - 21 base 16
[373] ['11', '14', '17', '22'] -> ((11 + 17) / 14) + 22 base 16
[374] ['11', '14', '17', '26'] -> 26 - ((11 + 17) / 14) base 16
[375] ['11', '14', '17', '29'] -> ((11 * 29) + 17) / 14 base 16
[376] ['11', '14', '18', '20'] -> ((18 - 14) * 11) - 20 base 16
[377] ['11', '14', '19', '27'] -> ((14 - 11) * 19) - 27 base 16
[378] ['11', '14', '19', '31'] -> ((19 - 14) * 11) - 31 base 16
[379] ['11', '14', '1A', '2A'] -> ((14 - 11) * 1A) - 2A base 16
[380] ['11', '14', '1C', '20'] -> ((14 * 20) - 1C) / 11 base 16
[381] ['1', '12', '2C', '2C'] -> ((2C / 2C) + 1) * 12 base 16
[382] ['11', '14', '1C', '2C'] -> ((11 * 2C) - 1C) / 14 base 16
[383] ['11', '14', '1C', '30'] -> ((14 - 11) * 1C) - 30 base 16
[384] ['11', '14', '1F', '21'] -> ((14 + 1F) / 11) + 21 base 16
[385] ['11', '14', '1F', '27'] -> 27 - ((14 + 1F) / 11) base 16
[386] ['11', '14', '21', '2B'] -> ((11 + 2B) / 14) + 21 base 16
[387] ['11', '14', '21', '30'] -> ((14 * 21) - 30) / 11 base 16
[388] ['11', '14', '27', '2B'] -> 27 - ((11 + 2B) / 14) base 16
[389] ['11', '14', '27', '30'] -> (11 * 30) - (14 * 27) base 16
[390] ['11', '14', '28', '30'] -> 28 - ((14 + 30) / 11) base 16
[391] ['11', '15', '15', '30'] -> ((15 - 11) * 15) - 30 base 16
[392] ['1', '12', '2D', '2D'] -> ((2D / 2D) + 1) * 12 base 16
[393] ['11', '15', '18', '1C'] -> ((15 * 1C) + 18) / 11 base 16
[394] ['11', '15', '19', '20'] -> ((19 - 15) * 11) - 20 base 16
[395] ['11', '15', '19', '21'] -> (11 * 21) - (15 * 19) base 16
[396] ['11', '15', '19', '26'] -> 26 - ((11 + 19) / 15) base 16
[397] ['11', '15', '19', '2B'] -> ((11 * 2B) + 19) / 15 base 16
[398] ['11', '15', '1A', '1E'] -> (15 * 1A) - (11 * 1E) base 16
[399] ['11', '15', '1A', '2E'] -> ((11 * 2E) - 1A) / 15 base 16
[400] ['11', '15', '1A', '31'] -> ((1A - 15) * 11) - 31 base 16
[401] ['11', '15', '1E', '21'] -> ((15 + 1E) / 11) + 21 base 16
[402] ['11', '15', '1F', '27'] -> ((15 * 1F) - 27) / 11 base 16
[403] ['1', '12', '2E', '2E'] -> ((2E / 2E) + 1) * 12 base 16
[404] ['11', '15', '20', '2F'] -> ((15 + 2F) / 11) + 20 base 16
[405] ['11', '15', '21', '2E'] -> ((11 + 2E) / 15) + 21 base 16
[406] ['11', '15', '27', '2E'] -> 27 - ((11 + 2E) / 15) base 16
[407] ['11', '15', '28', '2F'] -> 28 - ((15 + 2F) / 11) base 16
[408] ['11', '15', '2A', '2A'] -> ((11 * 2A) + 2A) / 15 base 16
[409] ['11', '15', '2B', '2F'] -> ((11 * 2F) - 2B) / 15 base 16
[410] ['11', '16', '18', '30'] -> ((11 * 30) - 18) / 16 base 16
[411] ['11', '16', '1A', '20'] -> ((1A - 16) * 11) - 20 base 16
[412] ['11', '16', '1A', '28'] -> ((16 * 1A) + 28) / 11 base 16
[413] ['11', '16', '1B', '22'] -> ((11 + 1B) / 16) + 22 base 16
[414] ['1', '12', '2F', '2F'] -> ((2F / 2F) + 1) * 12 base 16
[415] ['11', '16', '1B', '26'] -> 26 - ((11 + 1B) / 16) base 16
[416] ['11', '16', '1B', '31'] -> ((1B - 16) * 11) - 31 base 16
[417] ['11', '16', '1D', '21'] -> ((16 + 1D) / 11) + 21 base 16
[418] ['11', '16', '1D', '27'] -> 27 - ((16 + 1D) / 11) base 16
[419] ['11', '16', '1E', '30'] -> ((16 * 1E) - 30) / 11 base 16
[420] ['11', '16', '1F', '26'] -> (16 * 1F) - (11 * 26) base 16
[421] ['11', '16', '20', '2E'] -> ((16 + 2E) / 11) + 20 base 16
[422] ['11', '16', '21', '31'] -> ((11 + 31) / 16) + 21 base 16
[423] ['11', '16', '27', '31'] -> 27 - ((11 + 31) / 16) base 16
[424] ['11', '16', '28', '2E'] -> 28 - ((16 + 2E) / 11) base 16
[425] ['1', '12', '30', '30'] -> ((30 / 30) + 1) * 12 base 16
[426] ['11', '16', '29', '31'] -> ((11 * 31) - 29) / 16 base 16
[427] ['11', '16', '2C', '2C'] -> ((11 * 2C) + 2C) / 16 base 16
[428] ['11', '17', '19', '25'] -> ((17 * 19) + 25) / 11 base 16
[429] ['11', '17', '1B', '20'] -> ((1B - 17) * 11) - 20 base 16
[430] ['11', '17', '1B', '2B'] -> ((17 * 2B) - 11) / 1B base 16
[431] ['11', '17', '1C', '21'] -> ((17 + 1C) / 11) + 21 base 16
[432] ['11', '17', '1C', '27'] -> 27 - ((17 + 1C) / 11) base 16
[433] ['11', '17', '1C', '28'] -> (11 * 28) - (17 * 1C) base 16
[434] ['11', '17', '1C', '31'] -> ((1C - 17) * 11) - 31 base 16
[435] ['11', '17', '1D', '22'] -> ((11 + 1D) / 17) + 22 base 16
[436] ['1', '12', '31', '31'] -> ((31 / 31) + 1) * 12 base 16
[437] ['11', '17', '1D', '26'] -> 26 - ((11 + 1D) / 17) base 16
[438] ['11', '17', '28', '2D'] -> 28 - ((17 + 2D) / 11) base 16
[439] ['11', '17', '2E', '2E'] -> ((11 * 2E) + 2E) / 17 base 16
[440] ['11', '18', '1B', '21'] -> ((18 + 1B) / 11) + 21 base 16
[441] ['11', '18', '1B', '27'] -> 27 - ((18 + 1B) / 11) base 16
[442] ['11', '18', '1F', '22'] -> ((11 + 1F) / 18) + 22 base 16
[443] ['11', '18', '1F', '26'] -> 26 - ((11 + 1F) / 18) base 16
[444] ['11', '18', '1F', '31'] -> ((11 * 31) + 1F) / 18 base 16
[445] ['11', '18', '28', '2C'] -> 28 - ((18 + 2C) / 11) base 16
[446] ['11', '18', '30', '30'] -> ((11 * 30) + 30) / 18 base 16
[447] ['1', '1', '1A', '1F'] -> ((1 + 1) * 1F) - 1A base 16
[448] ['1', '13', '18', '26'] -> ((13 / 26) + 1) * 18 base 16
[449] ['11', '19', '1A', '21'] -> ((19 + 1A) / 11) + 21 base 16
[450] ['11', '19', '1A', '26'] -> ((19 * 1A) - 26) / 11 base 16
[451] ['11', '19', '1A', '27'] -> 27 - ((19 + 1A) / 11) base 16
[452] ['11', '19', '1C', '29'] -> ((19 * 29) - 11) / 1C base 16
[453] ['11', '19', '1D', '20'] -> ((1D - 19) * 11) - 20 base 16
[454] ['11', '19', '1E', '2A'] -> (19 * 1E) - (11 * 2A) base 16
[455] ['11', '19', '1E', '31'] -> ((1E - 19) * 11) - 31 base 16
[456] ['11', '19', '20', '2B'] -> ((19 + 2B) / 11) + 20 base 16
[457] ['11', '19', '21', '22'] -> ((11 + 21) / 19) + 22 base 16
[458] ['11', '19', '21', '26'] -> 26 - ((11 + 21) / 19) base 16
[459] ['1', '13', '22', '25'] -> ((1 + 25) / 13) + 22 base 16
[460] ['11', '19', '28', '2B'] -> 28 - ((19 + 2B) / 11) base 16
[461] ['11', '1A', '1E', '20'] -> ((1E - 1A) * 11) - 20 base 16
[462] ['11', '1A', '1E', '30'] -> (11 * 30) - (1A * 1E) base 16
[463] ['11', '1A', '1F', '31'] -> ((1F - 1A) * 11) - 31 base 16
[464] ['11', '1A', '20', '2A'] -> ((1A + 2A) / 11) + 20 base 16
[465] ['11', '1A', '22', '23'] -> ((11 + 23) / 1A) + 22 base 16
[466] ['11', '1A', '23', '26'] -> 26 - ((11 + 23) / 1A) base 16
[467] ['11', '1A', '28', '2A'] -> 28 - ((1A + 2A) / 11) base 16
[468] ['11', '1B', '1B', '2D'] -> (11 * 2D) - (1B * 1B) base 16
[469] ['11', '1B', '1F', '20'] -> ((1F - 1B) * 11) - 20 base 16
[470] ['1', '13', '22', '28'] -> (28 / (1 + 13)) + 22 base 16
[471] ['11', '1B', '20', '31'] -> ((20 - 1B) * 11) - 31 base 16
[472] ['11', '1B', '22', '25'] -> ((11 + 25) / 1B) + 22 base 16
[473] ['11', '1B', '25', '26'] -> 26 - ((11 + 25) / 1B) base 16
[474] ['11', '1B', '28', '29'] -> 28 - ((1B + 29) / 11) base 16
[475] ['11', '1C', '1C', '2C'] -> (1C * 1C) - (11 * 2C) base 16
[476] ['11', '1C', '20', '20'] -> ((20 - 1C) * 11) - 20 base 16
[477] ['11', '1C', '21', '31'] -> ((21 - 1C) * 11) - 31 base 16
[478] ['11', '1C', '22', '27'] -> ((11 + 27) / 1C) + 22 base 16
[479] ['11', '1C', '26', '27'] -> 26 - ((11 + 27) / 1C) base 16
[480] ['11', '1C', '28', '28'] -> 28 - ((1C + 28) / 11) base 16
[481] ['1', '14', '14', '19'] -> ((14 / 19) + 1) * 14 base 16
[482] ['11', '1D', '20', '21'] -> ((21 - 1D) * 11) - 20 base 16
[483] ['11', '1D', '20', '27'] -> ((1D + 27) / 11) + 20 base 16
[484] ['11', '1D', '22', '29'] -> ((11 + 29) / 1D) + 22 base 16
[485] ['11', '1D', '22', '31'] -> ((22 - 1D) * 11) - 31 base 16
[486] ['11', '1D', '27', '28'] -> 28 - ((1D + 27) / 11) base 16
[487] ['11', '1E', '22', '2B'] -> ((11 + 2B) / 1E) + 22 base 16
[488] ['11', '1E', '23', '31'] -> ((23 - 1E) * 11) - 31 base 16
[489] ['11', '1E', '26', '28'] -> 28 - ((1E + 26) / 11) base 16
[490] ['11', '1E', '26', '2B'] -> 26 - ((11 + 2B) / 1E) base 16
[491] ['11', '1F', '20', '23'] -> ((23 - 1F) * 11) - 20 base 16
[492] ['1', '14', '14', '2D'] -> 14 / (1 - (14 / 2D)) base 16
[493] ['11', '1F', '20', '25'] -> ((1F + 25) / 11) + 20 base 16
[494] ['11', '1F', '22', '2D'] -> ((11 + 2D) / 1F) + 22 base 16
[495] ['11', '1F', '25', '28'] -> 28 - ((1F + 25) / 11) base 16
[496] ['11', '1F', '26', '2D'] -> 26 - ((11 + 2D) / 1F) base 16
[497] ['11', '1F', '26', '2F'] -> ((26 + 2F) / 11) + 1F base 16
[498] ['11', '1F', '27', '2E'] -> ((27 + 2E) / 11) + 1F base 16
[499] ['11', '1F', '28', '2D'] -> ((28 + 2D) / 11) + 1F base 16
[500] ['11', '1F', '28', '2F'] -> ((1F * 2F) - 11) / 28 base 16
[501] ['11', '1F', '29', '2C'] -> ((29 + 2C) / 11) + 1F base 16
[502] ['11', '1F', '2A', '2B'] -> ((2A + 2B) / 11) + 1F base 16
[503] ['1', '14', '15', '1C'] -> ((14 / 1C) + 1) * 15 base 16
[504] ['11', '20', '21', '23'] -> ((21 + 23) / 11) + 20 base 16
[505] ['11', '20', '21', '25'] -> ((25 - 21) * 11) - 20 base 16
[506] ['11', '20', '23', '27'] -> ((27 - 23) * 11) - 20 base 16
[507] ['11', '20', '25', '29'] -> ((29 - 25) * 11) - 20 base 16
[508] ['11', '20', '26', '2A'] -> ((2A - 26) * 11) - 20 base 16
[509] ['11', '20', '27', '2B'] -> ((2B - 27) * 11) - 20 base 16
[510] ['11', '20', '28', '2C'] -> ((2C - 28) * 11) - 20 base 16
[511] ['11', '20', '29', '2D'] -> ((2D - 29) * 11) - 20 base 16
[512] ['11', '20', '2A', '2E'] -> ((2E - 2A) * 11) - 20 base 16
[513] ['11', '20', '2B', '2F'] -> ((2F - 2B) * 11) - 20 base 16
[514] ['1', '14', '15', '30'] -> 15 / (1 - (14 / 30)) base 16
[515] ['11', '20', '2C', '30'] -> ((30 - 2C) * 11) - 20 base 16
[516] ['11', '20', '2D', '31'] -> ((31 - 2D) * 11) - 20 base 16
[517] ['11', '21', '22', '31'] -> ((11 + 31) / 21) + 22 base 16
[518] ['11', '21', '23', '28'] -> 28 - ((21 + 23) / 11) base 16
[519] ['11', '22', '22', '28'] -> 28 - ((22 + 22) / 11) base 16
[520] ['11', '22', '27', '31'] -> ((27 - 22) * 11) - 31 base 16
[521] ['11', '23', '28', '31'] -> ((28 - 23) * 11) - 31 base 16
[522] ['11', '25', '29', '30'] -> 29 - ((25 + 30) / 11) base 16
[523] ['11', '25', '2A', '31'] -> ((2A - 25) * 11) - 31 base 16
[524] ['11', '26', '29', '2F'] -> 29 - ((26 + 2F) / 11) base 16
[525] ['1', '14', '1B', '23'] -> 1B / ((23 / 14) - 1) base 16
[526] ['11', '26', '2B', '31'] -> ((2B - 26) * 11) - 31 base 16
[527] ['11', '27', '29', '2E'] -> 29 - ((27 + 2E) / 11) base 16
[528] ['11', '27', '2C', '31'] -> ((2C - 27) * 11) - 31 base 16
[529] ['11', '28', '29', '2D'] -> 29 - ((28 + 2D) / 11) base 16
[530] ['11', '29', '29', '2C'] -> 29 - ((29 + 2C) / 11) base 16
[531] ['11', '29', '2A', '2B'] -> 29 - ((2A + 2B) / 11) base 16
[532] ['11', '29', '2E', '31'] -> ((2E - 29) * 11) - 31 base 16
[533] ['11', '2A', '2F', '31'] -> ((2F - 2A) * 11) - 31 base 16
[534] ['11', '2B', '30', '31'] -> ((30 - 2B) * 11) - 31 base 16
[535] ['11', '2C', '31', '31'] -> ((31 - 2C) * 11) - 31 base 16
[536] ['1', '14', '1C', '23'] -> ((1C / 23) + 1) * 14 base 16
[537] ['12', '12', '12', '14'] -> (12 * 14) - (12 * 12) base 16
[538] ['12', '12', '12', '15'] -> ((15 - 12) * 12) - 12 base 16
[539] ['12', '12', '12', '23'] -> ((12 * 23) + 12) / 12 base 16
[540] ['12', '12', '12', '25'] -> ((12 * 25) - 12) / 12 base 16
[541] ['12', '12', '13', '15'] -> (12 * 15) - (12 * 13) base 16
[542] ['12', '12', '13', '16'] -> ((16 - 13) * 12) - 12 base 16
[543] ['12', '12', '13', '25'] -> ((12 * 25) + 12) / 13 base 16
[544] ['12', '12', '14', '17'] -> ((17 - 14) * 12) - 12 base 16
[545] ['12', '12', '14', '27'] -> ((12 * 27) + 12) / 14 base 16
[546] ['12', '12', '14', '29'] -> ((12 * 29) - 12) / 14 base 16
[547] ['1', '14', '1E', '2C'] -> ((2C / 14) - 1) * 1E base 16
[548] ['12', '12', '15', '17'] -> (12 * 17) - (12 * 15) base 16
[549] ['12', '12', '15', '2B'] -> ((12 * 2B) - 12) / 15 base 16
[550] ['12', '12', '16', '18'] -> (12 * 18) - (12 * 16) base 16
[551] ['12', '12', '16', '19'] -> ((19 - 16) * 12) - 12 base 16
[552] ['12', '12', '16', '2B'] -> ((12 * 2B) + 12) / 16 base 16
[553] ['12', '12', '16', '2D'] -> ((12 * 2D) - 12) / 16 base 16
[554] ['12', '12', '17', '19'] -> (12 * 19) - (12 * 17) base 16
[555] ['12', '12', '17', '1A'] -> ((1A - 17) * 12) - 12 base 16
[556] ['12', '12', '17', '2D'] -> ((12 * 2D) + 12) / 17 base 16
[557] ['12', '12', '17', '2F'] -> ((12 * 2F) - 12) / 17 base 16
[558] ['1', '1', '1A', '2C'] -> (1 + 1) * (2C - 1A) base 16
[559] ['1', '14', '20', '28'] -> ((20 / 28) + 1) * 14 base 16
[560] ['12', '12', '18', '1A'] -> (12 * 1A) - (12 * 18) base 16
[561] ['12', '12', '18', '2F'] -> ((12 * 2F) + 12) / 18 base 16
[562] ['12', '12', '18', '31'] -> ((12 * 31) - 12) / 18 base 16
[563] ['12', '12', '19', '1B'] -> (12 * 1B) - (12 * 19) base 16
[564] ['12', '12', '19', '1C'] -> ((1C - 19) * 12) - 12 base 16
[565] ['12', '12', '19', '31'] -> ((12 * 31) + 12) / 19 base 16
[566] ['12', '12', '1A', '1C'] -> (12 * 1C) - (12 * 1A) base 16
[567] ['12', '12', '1A', '1D'] -> ((1D - 1A) * 12) - 12 base 16
[568] ['12', '12', '1B', '1D'] -> (12 * 1D) - (12 * 1B) base 16
[569] ['12', '12', '1B', '1E'] -> ((1E - 1B) * 12) - 12 base 16
[570] ['1', '14', '22', '27'] -> ((1 + 27) / 14) + 22 base 16
[571] ['12', '12', '1C', '1E'] -> (12 * 1E) - (12 * 1C) base 16
[572] ['12', '12', '1C', '1F'] -> ((1F - 1C) * 12) - 12 base 16
[573] ['12', '12', '1D', '1F'] -> (12 * 1F) - (12 * 1D) base 16
[574] ['12', '12', '1D', '20'] -> ((20 - 1D) * 12) - 12 base 16
[575] ['12', '12', '1E', '20'] -> (12 * 20) - (12 * 1E) base 16
[576] ['12', '12', '1F', '21'] -> (12 * 21) - (12 * 1F) base 16
[577] ['12', '12', '1F', '22'] -> ((22 - 1F) * 12) - 12 base 16
[578] ['12', '12', '20', '23'] -> ((23 - 20) * 12) - 12 base 16
[579] ['12', '12', '21', '23'] -> (12 * 23) - (12 * 21) base 16
[580] ['12', '12', '22', '25'] -> ((25 - 22) * 12) - 12 base 16
[581] ['1', '14', '22', '2A'] -> (2A / (1 + 14)) + 22 base 16
[582] ['12', '12', '23', '26'] -> ((26 - 23) * 12) - 12 base 16
[583] ['12', '12', '25', '27'] -> (12 * 27) - (12 * 25) base 16
[584] ['12', '12', '25', '28'] -> ((28 - 25) * 12) - 12 base 16
[585] ['12', '12', '26', '29'] -> ((29 - 26) * 12) - 12 base 16
[586] ['12', '12', '27', '29'] -> (12 * 29) - (12 * 27) base 16
[587] ['12', '12', '28', '2A'] -> (12 * 2A) - (12 * 28) base 16
[588] ['12', '12', '28', '2B'] -> ((2B - 28) * 12) - 12 base 16
[589] ['12', '12', '29', '2B'] -> (12 * 2B) - (12 * 29) base 16
[590] ['12', '12', '29', '2C'] -> ((2C - 29) * 12) - 12 base 16
[591] ['12', '12', '2A', '2C'] -> (12 * 2C) - (12 * 2A) base 16
[592] ['1', '14', '23', '30'] -> ((23 / 14) - 1) * 30 base 16
[593] ['12', '12', '2A', '2D'] -> ((2D - 2A) * 12) - 12 base 16
[594] ['12', '12', '2B', '2D'] -> (12 * 2D) - (12 * 2B) base 16
[595] ['12', '12', '2B', '2E'] -> ((2E - 2B) * 12) - 12 base 16
[596] ['12', '12', '2C', '2E'] -> (12 * 2E) - (12 * 2C) base 16
[597] ['12', '12', '2C', '2F'] -> ((2F - 2C) * 12) - 12 base 16
[598] ['12', '12', '2D', '2F'] -> (12 * 2F) - (12 * 2D) base 16
[599] ['12', '12', '2D', '30'] -> ((30 - 2D) * 12) - 12 base 16
[600] ['12', '12', '2E', '30'] -> (12 * 30) - (12 * 2E) base 16
[601] ['12', '12', '2E', '31'] -> ((31 - 2E) * 12) - 12 base 16
[602] ['12', '12', '2F', '31'] -> (12 * 31) - (12 * 2F) base 16
[603] ['1', '14', '26', '27'] -> 26 - ((1 + 27) / 14) base 16
[604] ['12', '13', '15', '21'] -> ((13 * 21) + 15) / 12 base 16
[605] ['12', '13', '16', '28'] -> ((16 - 12) * 13) - 28 base 16
[606] ['12', '13', '17', '1D'] -> ((17 * 1D) - 13) / 12 base 16
[607] ['12', '13', '17', '24'] -> ((17 - 13) * 12) - 24 base 16
[608] ['12', '13', '20', '28'] -> ((13 * 20) + 28) / 12 base 16
[609] ['12', '13', '21', '23'] -> ((13 + 23) / 12) + 21 base 16
[610] ['12', '13', '21', '27'] -> ((12 + 27) / 13) + 21 base 16
[611] ['12', '13', '23', '27'] -> 27 - ((13 + 23) / 12) base 16
[612] ['12', '14', '14', '1C'] -> ((14 - 12) * 1C) - 14 base 16
[613] ['12', '14', '16', '22'] -> ((12 + 16) / 14) + 22 base 16
[614] ['1', '14', '26', '2A'] -> 26 - (2A / (1 + 14)) base 16
[615] ['12', '14', '16', '26'] -> 26 - ((12 + 16) / 14) base 16
[616] ['12', '14', '17', '31'] -> (17 + 31) / (14 - 12) base 16
[617] ['12', '14', '18', '24'] -> ((18 - 14) * 12) - 24 base 16
[618] ['12', '14', '1A', '1B'] -> ((1A * 1B) + 12) / 14 base 16
[619] ['12', '14', '1A', '1F'] -> ((14 - 12) * 1F) - 1A base 16
[620] ['12', '14', '1A', '2E'] -> (1A + 2E) / (14 - 12) base 16
[621] ['12', '14', '1B', '1C'] -> (14 * 1B) - (12 * 1C) base 16
[622] ['12', '14', '1B', '20'] -> (12 * 20) - (14 * 1B) base 16
[623] ['12', '14', '1C', '1F'] -> ((14 * 1F) + 1C) / 12 base 16
[624] ['12', '14', '1C', '20'] -> ((14 - 12) * 20) - 1C base 16
[625] ['1', '14', '2D', '2D'] -> 2D / ((2D / 14) - 1) base 16
[626] ['12', '14', '1C', '2C'] -> (1C + 2C) / (14 - 12) base 16
[627] ['12', '14', '1D', '2B'] -> (1D + 2B) / (14 - 12) base 16
[628] ['12', '14', '1E', '21'] -> ((14 - 12) * 21) - 1E base 16
[629] ['12', '14', '20', '28'] -> (20 + 28) / (14 - 12) base 16
[630] ['12', '14', '21', '22'] -> ((14 + 22) / 12) + 21 base 16
[631] ['12', '14', '21', '27'] -> (21 + 27) / (14 - 12) base 16
[632] ['12', '14', '21', '2A'] -> ((12 + 2A) / 14) + 21 base 16
[633] ['12', '14', '22', '23'] -> ((14 - 12) * 23) - 22 base 16
[634] ['12', '14', '22', '26'] -> (22 + 26) / (14 - 12) base 16
[635] ['12', '14', '22', '27'] -> 27 - ((14 + 22) / 12) base 16
[636] ['1', '15', '16', '21'] -> ((15 / 21) + 1) * 16 base 16
[637] ['12', '14', '28', '2C'] -> ((14 - 12) * 28) - 2C base 16
[638] ['12', '14', '29', '2E'] -> ((14 - 12) * 29) - 2E base 16
[639] ['12', '14', '2A', '30'] -> ((14 - 12) * 2A) - 30 base 16
[640] ['12', '14', '2D', '30'] -> (14 * 2D) - (12 * 30) base 16
[641] ['12', '15', '15', '1B'] -> ((15 - 12) * 15) - 1B base 16
[642] ['12', '15', '16', '30'] -> ((16 - 12) * 15) - 30 base 16
[643] ['12', '15', '17', '21'] -> ((15 - 12) * 17) - 21 base 16
[644] ['12', '15', '18', '22'] -> ((12 + 18) / 15) + 22 base 16
[645] ['12', '15', '18', '26'] -> 26 - ((12 + 18) / 15) base 16
[646] ['12', '15', '19', '24'] -> ((19 - 15) * 12) - 24 base 16
[647] ['1', '15', '18', '23'] -> 18 / ((23 / 15) - 1) base 16
[648] ['12', '15', '19', '2A'] -> ((15 * 2A) + 12) / 19 base 16
[649] ['12', '15', '1A', '2A'] -> ((15 - 12) * 1A) - 2A base 16
[650] ['12', '15', '1C', '30'] -> ((15 - 12) * 1C) - 30 base 16
[651] ['12', '15', '1D', '27'] -> ((15 * 1D) + 27) / 12 base 16
[652] ['12', '15', '1E', '25'] -> (12 * 25) - (15 * 1E) base 16
[653] ['12', '15', '21', '21'] -> ((15 + 21) / 12) + 21 base 16
[654] ['12', '15', '21', '27'] -> 27 - ((15 + 21) / 12) base 16
[655] ['12', '15', '27', '2D'] -> 27 - ((12 + 2D) / 15) base 16
[656] ['12', '15', '2A', '2F'] -> (15 * 2A) - (12 * 2F) base 16
[657] ['12', '16', '1A', '22'] -> ((12 + 1A) / 16) + 22 base 16
[658] ['1', '15', '18', '2A'] -> ((15 / 2A) + 1) * 18 base 16
[659] ['12', '16', '1A', '24'] -> ((1A - 16) * 12) - 24 base 16
[660] ['12', '16', '1A', '26'] -> 26 - ((12 + 1A) / 16) base 16
[661] ['12', '16', '1B', '23'] -> (12 * 23) - (16 * 1B) base 16
[662] ['12', '16', '1B', '2D'] -> ((16 * 2D) - 12) / 1B base 16
[663] ['12', '16', '1C', '2D'] -> ((16 * 2D) + 12) / 1C base 16
[664] ['12', '16', '20', '21'] -> ((16 + 20) / 12) + 21 base 16
[665] ['12', '16', '20', '27'] -> 27 - ((16 + 20) / 12) base 16
[666] ['12', '17', '19', '19'] -> ((19 * 19) + 17) / 12 base 16
[667] ['12', '17', '1B', '1E'] -> ((1B * 1E) + 12) / 17 base 16
[668] ['12', '17', '1B', '24'] -> ((1B - 17) * 12) - 24 base 16
[669] ['1', '1', '1A', '2E'] -> (1A + 2E) / (1 + 1) base 16
[670] ['1', '15', '19', '23'] -> ((19 / 23) + 1) * 15 base 16
[671] ['12', '17', '1C', '22'] -> ((12 + 1C) / 17) + 22 base 16
[672] ['12', '17', '1C', '26'] -> 26 - ((12 + 1C) / 17) base 16
[673] ['12', '17', '1F', '21'] -> ((17 + 1F) / 12) + 21 base 16
[674] ['12', '17', '20', '31'] -> ((17 + 31) / 12) + 20 base 16
[675] ['12', '17', '28', '31'] -> 28 - ((17 + 31) / 12) base 16
[676] ['12', '18', '18', '1A'] -> ((18 * 1A) + 18) / 12 base 16
[677] ['12', '18', '19', '30'] -> ((18 * 19) + 30) / 12 base 16
[678] ['12', '18', '1B', '22'] -> (18 * 1B) - (12 * 22) base 16
[679] ['12', '18', '1B', '26'] -> (12 * 26) - (18 * 1B) base 16
[680] ['12', '18', '1C', '24'] -> ((1C - 18) * 12) - 24 base 16
[681] ['1', '15', '1B', '31'] -> ((31 / 15) - 1) * 1B base 16
[682] ['12', '18', '1D', '30'] -> ((18 * 1D) - 30) / 12 base 16
[683] ['12', '18', '21', '2E'] -> (12 * 2E) - (18 * 21) base 16
[684] ['12', '18', '28', '30'] -> 28 - ((18 + 30) / 12) base 16
[685] ['12', '19', '1D', '27'] -> 27 - ((19 + 1D) / 12) base 16
[686] ['12', '19', '20', '22'] -> ((12 + 20) / 19) + 22 base 16
[687] ['12', '19', '20', '26'] -> 26 - ((12 + 20) / 19) base 16
